text,label
سبسي وسيسي يظنون انهم اعدل رب العالمين يعلم بزمانكم وزمان قبلكم بعدكم هلكتم انفسكم وستعلمون,0
عبير موسى قحبةالنضام,1
الباجي ولد القحبة,1
مايا القصوري متعرفش التواضع شيم العظماء وأنو ثقافة ورفلاكس تنجم تتعلمها القهوة حاقرتها تزلع انسان ودوخو بالكلام ذاتو فن داخل البلاغة وفن الرد ودروس الحياة مهيش الكلمتين حافضتهم واللغة الخشبية تحكي نحسها فاشلة حياتها عاللخر وفما نوع بؤس وجها,0
جاو اوراء البلايك اوهي جاءت,0
تحية كبيرة اكبرواحد وراء البلايك والله تبارك المذيعة,0
صديقي قسنطينة أعرف قنوات تونس جيدا,0
جزائري ولاية ڨالمةنحب تونس,0
معرس معرس تشرب محاج تخسنا نحبها مريم نقلك حاج مريم ميهمكش شعب يلوج تافهة مريم معرس اختي ربي يهنيك ربي يفظلك الصغيرة زين نحبك برششششششششش,0
مهوش القانون المساوات يشترك بقناتي مردود,0
مشبه بنساء,0
الزوالي اسمع البلدان العربية أوروبا فرق الزوالي الغني والله اااه عرب جرب,1
عادة شهرية السوة أمك القحبة العمومة ملقوط الفرانسيس ولد المتعة حرر قعرك وحرر السوة يماك الدكتاتور الشايب المشلول ولد القحبة البلدان العربية عملت ثورات الدزيرية خفتوا نعاج شعب المخنثين شعب الفسق والفجور,1
هده القوانين تفرضها امريكا واسرائيل الحكام العرب لتهديم الاسلام حاكم يفعل رئيسا عملاء لامريكا حياة تنادي ياعرب يااذل الشعوب هد الزمن,0
تونس اسلام شرف تاريخ نظال شهداء بلاد ماخور قديم الزمان الفرنسيس عاملينها حمام لقضاء الحاجة وافراغ كبث جنودهم العصر الحديث الشي مواخير وبيوت دعارة مفتوحة للكل وفوقها يصدروا الدواعش الزوامل للعالم والله تونس تبي مسح وابادة,1
لهجة ساهلة بصح تصعبو,0
روح نيك يظهر تونسية ضحكت خالاتك محروق الكلب قادر تعمل,1
لغناية باهية نعن زبور أمها,1
يهطيكم عضمه روسكم جهال منحبش ليهود وجدو,1
موضوع والله عيب يتم الجدال والله فصل قرئانه الكريم بالله العلي العظيم,0
التونسيات كرامة ياجحش,1
رئيس مخرف والله ماوصل العالم العربي الوضع وجود روساء مخرفين علمانيين,0
كا حر نفسو ولاكن احترم حرمة رمضان ياحيوان وحترم الناس تصوم ولله التقيت بشناوة ولله ماياكلو يحترموكوانت ياتونسيي تاكل قدام الناس اقول تستحي فافعل ماشئت,1
التجمعيين يلزمهم يتحاكمو,1
اجي مصلي زبي ياولد القحبة يعباد بورقيبة وبن النجس لعنة تحكي المغرب اسيادك ياكلب يافاطريين رمضان,1
بابابابابابابا مخلوع روحك سامع سايس يتقطعلك عرق,0
يلعن زك امها القحبة العزوزة بنت القري العطاي بشير ولد القحبة مخنث يلعن زك امكم قناة دعارة ولي يتفرجو زك امها مخنثين,1
أكبر يابارك أخ يابارك أخي كلمة حق شيوخ البترودولار شيوخ السلاطين بارك أخوك الجزائر نسأل يكثر أمثالك,1
نصف انسان خير تجيش حيوان عايش بافكار ناس دين مله المبادئ تدافع جلال بريك امثالكم جابينها تصلحو حطب لجهنم برا اتوضى صلي ركعتين تعرف غالط طول نسبك,1
شمس الدين باشا متربي نموت,0
وجه المرآة,0
حدود خطوط حمراء باجي توفقك تنسى عذاب القبر عذاب عسير,1
ميساج ردوا بالكم مرا مل المرات طيحوا مسكر راسوا والله ماتصير كارثة,0
غمليت لجيش لجزير,0
مايا راكي تعيفي وتعييييييي روحي اجري روحك,1
تحكي البلايك اكبر بلاكة,0
مال مكذبوش قالو جاسوسة تونس,0
قول افريقيا للأفارقة بدل ههههههههه,0
سيدي جوادو,0
معنها وراء لبلايك,0
مايا قحبة,1
الجزائر تحيا سلفية الدين الاسلامي,0
اسكت ياحمار افريقى اكونتك مزيف ومعروف للعلم مسيحى مصرى اصل فرعونى والكنيسه المصريه اقدم كنيسه افريقيا تثبت بالخرائط والادله سكان الشرق الاوسط السكان الاصليين ولودخلنا العراق اسيا نجد البشرة شرق اوسطيه موجود القدماء الفراعنه والكنيسه المصريه توكد بشره شرق اوسطيه تميل السمار الخفيف بنيه اللون اوروبا بيض البشرة بعيون زرقاء,1
شمسو تبقا منور ولي ينتقدك يغير برسكو ضهرت خير,0
أعداء الإسلام الکفرة الديوث ابوك الخنزيرة امك,1
قداه يكذبو زححح امين قعره مريم عجالي الحوار داخل حيت دخولوه حيت ياناري,0
حطب جهنم والله وجه تاعها بشاعة شر سوء خاتم كافرة والله حياتها خوف وشقاء عبدة الشيطان ربي يهدي عبادو استغفر,1
بلاد ابي القيرواني مالك الصغير ولت مرقصة السبسي الطحان,1
داعشي,1
تتوقف المرأة المطالبة بالمساواة ترى الرجل يلد أمامها,0
بقا تسلفها الجيران حمار لاترفس اخرين,1
تشرفت وسعيد بمعرفتك تقيم تقيمين تقل ليبيا هههه,0
كذب تبلعيط كإني حاضرة,0
ياخبيث ياملحد,1
نيك امك,1
ولادوا وعايلتوا ميفهموش كلام التونسي,0
سيناريو لسيتكوم رمضان انشاءالله هههه متعبوش مخاخكم,0
شهر قالت تونس مافيها رجال طلعت وباقي دافعوا رد نقول ضربهاراجل سيد رجال شوفها قدامي نمسح قاعة نظف شارع اوكي عرض ليا طريق ههههههههههه والله العظيم ضربها راجل سيد رجال,0
يهمني شأنها حسنت وضعتها لاء المساوات تقول حقها تاخذ نفقة الرجل ومهر ومؤخر ولانفقة مصاريفها وأكلها ولبسها وعلاجها تطلع تشتغل تصرف نفسها مابيعمل الرجل دي المساوات والعدل,0
نستعرف لطفي خنثة شمس مايقدرش يفك روحو مرتو رجال آخر زمن,1
طز الشرق الأوسط مثلك فرط جهله يفخر العرق واللون والشكل خرجت بلدك لاتساوي,0
شخص تشاهديه مسلم إستفيق يرحمك مسلم تكلم العربية مسلم مسلم مسلم صلى مسلم زكا مسلم حج مسلم شهد مسلم إعرفي الإسلام الحقيقي تنصدمي بشر واقعنا فالله والرسول تحدث عنهم وأخبرنا بحالهم,0
فوالا حلال الذبح هههههههههههههههه مسلم دعشوووووش بهيم الحلال الذبح سفاحين جبورة,1
يهود فعلوا الحركية,0
قانون المساواة الميراث مر المجلس منطلق العدالة الإجتماعية الرجل المرأة سبيل لأي ظلم ضيم للمرأة طز آراءكم شكرا,0
لطفي وحدك اتبارك,0
اقسم بالله راجل وسيدهم المستويات راجل مثقف وذكي ومنطق والنوع يكرهوه الكلاب والطحانه اخدم روحك دكتور والشعب الرياضي ويخراولك الكلاب والطحانه,1
تعرفو شمعناها مرأة الجزائر تعاملونها عاجزة عقل حق تعطي رايها حاجة للرجل مسكينة الجزائرية دورها تشد دارها وتربي صغارها عبقرية طب تعليم نظام سياسي المرأة تستهلك تنتج مازالت ثقافة القرون الماضية,1
مقصدش يهين تونس يتكلم تونس بلدو وانا كجزائري اعتبر نفسي تونسي رغما شخص وانتقد بلدي يحلو انكر التخنث رغم الجزائر تونس بلاد الشهداء تناكت ذرك,1
علامة ودلاله واضحه لفسوق وفساد للطبقه السياسيه وإستوجب عقوبة وخاصة خطط وقرر وسكت وأعان الظلم ومحاربة الإسلام ككل زالت سقوط الأقنعه العملاء والمنبطحين للغرب والخائنين لبلدانهم تدريجيا يفتضحوا جميعا لشعوبهم ولكل العالم,1
صحيتط ولد عواطف بلاصتك نتفرجوا اليوتيوب غيرك أقوي تحيا مني الطفلة الصغيرة نور أحسن فكاهي ولد عواطف,0
يتعدى قانون أغلبية الشعب التونسي النساء الرجال موافق بالله,0
صلاح مصباح اروع اجمل الاصوات الفانين المفظلين صغيرة نقلهم نحب نشوف صلاح مصباح نسمعو يغني مباشر تتحقق امنيتي كبيرة ناخذ الطيارة نهبط خاطرو لاسمعو يغني مباشر تونسية افتخر ابن بلدي صلاح,0
نذالة بذاءة الحديث نذالة بذاءة عفونة الفكر الحداثة حقوق المرأة تطبق تونس أحب أحب كره كره ماعجبوش يمشي لأفغانستان الصومال يطبق الشريعة,0
العنصرية انفصلت مرتي فرانسا قاتلي كيفاه تسكن عربي عندوش وراق اسمر قاتلي الحمد طردت دين ولديها الكلب,0
تونس نقلك نيك امك مغرب ابو سحر شعوذ منيك,1
تونسية ومسلمة وأفتخر باللإسلام يقوله القرآن الكريم أحكامه وضد تقوله المخلوقة أجد لقب أسميها,0
بالله الأمة تسير نفق مظلم الخونة والعملاء,0
هز سيف أخرج طبق الآية الكريمة لقيتم الكفار فضرب الرقاب زك أمكم القحبة,1
شمس الدين متربي,0
البربر كارهين للاسلام والعرب المغرب العربى علاقة العرب حدود العرب مصر والسودان,1
نعيم الزعيم مواطن تونسي كلامك صحيح الشعب التونسي عنصري الافارقة تنسى لبنان دولة عنصرية الاجانب الدول الناطقة بالعربية تقول احسن للمغرب والجزائر صحيح الشعب الجزائري اقل عنصرية الافارقة ننسى اعتداءات الجزائريين افارقة المغرب بلد يقدم الحرية الكاملة للافارقة يعيشون افضل تونس والجزائر تنسى المغرب تدفع ثمن باهضا الافارقة يرتكبون جرائم كثيرة المغرب ويتاجرون المخدرات ويغتصبون يريده الشعب التونسي والافارقة لديهم عقدة لونهم يعجبك طريقة تفكيره تتخذه صديق يعتبرك عنصري صحيح يحصل الابيض,0
لاتحسب النساء ياعاهرا,1
بورك المثقف الوطني الفصيح الصريح السيد سالم الابيض اصدق واعتقد تماما قاله,0
جهل الشعب دينه جهة جهة,0
ماهوش صالح زمان مكان,0
شفت الفيديوا ريتهم الطبيبة طبيية ماشية تقرأ الصين بولادهاتتكلم قحاب ولد القحبةما معروف الميبون التونسي هزاز العصبة الطحين كيفكعلى اساس الجنسيات لخرى شريفة تحل فمك بنات بلادك يعطم نم جبري عمركم توليوا رجال,1
حتبدلو الشريعة قياسكم والله حرام,0
كفار حبو يغيرو الدين,1
ههه الغناية باهيا عصبة بشرة,1
يعجبني صلاح مصباح والله مثقف ويتقن اللغتين عربية فرنسية جيدا والحوار معة دائما راقي,0
دولة داخلة حيط والله القرآن صريح وواضح يحب يكتب ميراث لبنته مرته اخته طيب حر بالله مساواة وذني,0
المدافعين القيم كريم الغربي اتناك ومساط ايمثل الادوار تنيك نتاع الخمار والفاسد قمار ووو وعمرو يعطوه دور عالم شيخ دين استاذ ولاخر الشاب بشير تناك شدوه ظهر تاجر مخدرات ربي ايفرج ولاكن عمرك تكابر الدين الانوا ساعات تصير حاجات هكة ايخلوك موقف بكلوا احراجات,1
صحيح تتشراش بدينار بلاش ياخذك رهوط يخرجو فقاع عادش تورونا هالمناضر تلافز يتفرج نقعد شهر تلفزه نخدمهاش نهارت نخدمها نشوفو نجلا ياولد عواطف مريم الدباغ المنضر لمقلب خوه قلة التربيه الوسخ العفن الناس النظاف,0
ماصت مريم الدباغ,0
لطفي العبدلي معذبهم,0
لطفي رخيس راجل متربي,1
اسمكم تونس ههههههههه اسمها بلاد نيك هههههههههه احني انجوكم انيكوا بناتكم بعشرين هههههههههههههههههههه,1
حمارة أكثر ناس تسرق وتتحيل العالم اليهود,1
عاهرة تتحدث شرف,1
تحريف زك أمك القرآن محرف ومليان أخطاء علمية ونحوية ولغوية وتاريخية والجغرافية بهايم,1
تمنيت الميراث بالمساواة خيرات الثروات المذخول السنوي لحكومة تونسية الشعب تونسي بالمساواة رجل المرأة الشيخ عجوز,0
خارجي الخوارج,0
مايحدث سياسة ممنهجة ومدروسة وأثارها بعيدة المدى,0
النقاش انتهي ياعديم الشرف وصمة عار مغرب العربي الكبير المغرب الإسلامي شوهتمهم,1
نحسها حزينة ومراهيش عايشا حياة سعيدة,0
نحب نيكها زب,1
تعالى حكم قطع يد السارق للاسف يطبق القانون تعالى حكم بجلد الزاني التاني حال وجود شهود اضهار الفاحشة حرام يومنا تشوف الوضع بعدنا بعدنا كلام ربي جات لمراة تاخو خوها ديجا,1
تونس علمانية صدقوني الاعوام القادمة صتصبح دولة كافرة ويقل المسلمين,0
حرب كلاام لله حذرو غضب,0
رجل الأعمال نعرفوا ميكذبش يعملها,0
الرسول شعور طويل معقدا,1
بالله تونسي يخليك اترجاك اتوسل اليك,0
عقول بدائية الخلود الدنيا يمنعني الدفاع بلدي,0
ينعلكم ينعل ملتكم رجال مشركين اصبحت تونس العاهرة تفتي الميراث,1
كلام مايا القصوري صحيح نكرها هالملحده كاريم الغربي وامثالو النفاق,1
شتان العالم الجاهل,0
ربي يحفظك ولذ عوطف جوبا صواب تحياتي الجزائر,0
لطفي راجل والناجس الاخر شمس خنثى يدافع خنثى وطحان كيفو,1
الخكومة التونسية محقة طرحها الميراث اعتبره جاء القران الكريم ببساطة شديدة يوجد رجال تونس مند صغير اسمع تونس المراة المتحكمة دكور تونس الحمير يعملوا يجيبو لفلوس لنساءهم خلاص لعادا اقول للتونسيات مبروك القانون عاهرات دكور تونس فالويل اشباه الرجال,1
تونس بلاد بامية فقيرة ونصف سكانها عاطل عالعمل ومعدل رواتب الموظفين والعاملين نونس شهريا مقدم البرنامج الحقير يقدم موضيع تفيد تونس وشعبها الفقير والعاطل عالعمل بدل الاستهتار بالاخرين,1
أكبر فساد العرب الإسلام التربية والتعليم السبب وعصابات بعثهم الغرب لاستغلال الجهلة للانتخابات وقت الانقلاب تونس دخلوها النهضة بحجة الإسلام للإصلاح والتنمية للتعطيل والافشال وثمانية وتونس تمزق شوف فيديو قناع الناس تعاني الويل الإسلام الرحمة والعدل,1
مرحبا بلادكم تونس الجزائر بلاد حدة تعطوا رايكم تحكوا تحيبوا الدار داركم راسنا عينينا,0
ياسف سكت يحزن تقول نبدنهم دور لحية غناء تونس,0
ياصحافة الصرف الصحي أعملوا مائدة مستديرة مربعة مكعبة وقولوا لبوش وييتانياهو اللعينين إرهابيان ياأعداء اللهلماذا المسكين يخضع لاستجواب عقولكم الخبيثة تربحكم ياأعداء,1
أمين الدب اغ كلاب امسط خلق ربي,1
اقسم الشعب التونسي حراااام عربي ومسلم شعب فاسد مخنث فاهمين التطور غلط الحمد لله ياربي مجيتش تونسي وتحية للبنت الدزيريه بجد صحه صايمه وطز التونسه,1
بطبيعة الحال الزبال مزبل,0
فنانين همال الخارج اازوز,0
يعطيك زب البجبوووج,1
هدا قانون وضعته الماسونية بدعم السلطة الفاسدة لمحاربة الإسلام وترويج لدعارة والمتلية وقمع المواطن البسيط,0
عجبتني لقوادة القحبة مفيدة هههه,1
حثالة,1
نيك مهم احب قوم حشرة,1
تحب توصل ولد القحبه جيت راجل ماتسبش ماتستفزش المسلمين عايشين البلاد واذا راجل اخرج للشارع سب مجرد مريض نفساني همك الوحيد سب الاسلام فارغ شغل,1
ههههههه حشوة ثلاثية الأبعاد هههههه إركز عصبة بالها بروحها ربنا الأعلى خامجة نهار مادة وجها تسب العباد,1
مريم حشا اسمها وجها يشبه لترمة,1
معلم,0
ولاد لقحاب مسلمين يتدخلون حريات الفرد,1
وقتالش استعمرون العرب افريقية تونس,0
ممكن والله بصح دخلنا حره سيتو,0
شكرا النصيحة العادة شخص محترم مأدب بالأخص البنات المأدبين المأدبات شعاري الحياة احترم نفسك تحترمك الناس,0
مريم الدباغ شخصية وهمية وعداتها الاغبياء,0
لسنا ماديين نركع لله لوكنا ماديين لاعترافنا بإسرائيل واقمنا علاقات اقتصادية عديد الدول العربية نعطي اراضينا للحلف الاطلسي لضرب ليبيا سلة مثلما فعلوا عرب العار العراق وسلموا اراضيهم واجوائهم البحرية للقوات الأمريكية الشعب التونسي كرامتنا ومبادئنا الأموال دولة سيادة أوروبا دولة العالم تفرض نفعل نحب الأفارقة يسببون المشاكل المغرب والجزائر يسرقون ويغتصبون ويضربون حق السلطات التونسية تحمي مواطنيها حق الدولة التونسية تقبل تريد وترفض تريد يضمن سلامة مواطنها,0
حر,0
تقبلو دوا الفاسد تستغناو تسهرو تصرفو ولادكم البرا تعملو فواياجات مصخين مجرمه كلاب,0
شمس الدين نحبك والله يغارو يبان بلي مقهور,0
شمس الدين باشا رجولي محلاه,0
هات ملاين نقتل زك امو,1
دخلكم تونس الخير جاري فحالك حالي,0
والله شمس الدين باشا متربي,0
شـو تلوي تلعوك فاكا الش مبرال خشمها,0
شك كبير تنسحب قناة متعدت حدودها,0
والله عيب مايا كريم رجل وسيد الرجل اوكي الولي روحي عرف الدينا وحكي بيان اوكي,0
تمنييك تونسي هههههه,0
حكومة العار والفجور,0
والله العظيم كلامك صواب تحياتي ابن الجزائر,0
مقصود الشريعة العدل المساواة قوانين تونس المقترحة تصاغ لتسوي الجنسين,0
قليل حياء وتربية لطفي,0
كلو تمثيل يعملو يبقاو يحكيو ينساو أهم تونس,0
تحكي عقدة لبدن عقدة بدن سامي الفهري,0
هالمخلوقة تقول كافرة يهدرو حاجة نتاع اسلام يضربها جن تشف مسكينة معليش اخرتها قبر يلمك حنونة,1
ههههههههه يتونسي يكذاب يبلاد الفقر وشحاتين حني لليبين بلادنا حرب واحسن بمليون مره موجود ماعندكم ربعه,1
شعب منيك,1
تحية للطفي العبدلي تونس رجال,0
اسمها,0
انقرض والزلاط تعض,0
حبيبتي,0
والله تونس الفقر والهم والغم والحزن وضياع والمرض وضياع الاسرة والاطفال اعمالكم تعالي ضهر الفساد بر والبحر كسبت ايدي ناس لايدوقهم الدي عملو يرجعون يتفكرون يتقون الحمدلله ماجيتش تونسي اللهم لاك الحمد ياكريم ترضي,0
ينعلك ياكلب تفوا أمثالك ياحثالة يانجس ياجرذ ياكلاب الصلبيين,1
يهبط الوباء المرض سبسي بشرى حكام تونس فردا فردا يزلزلها اقدامكم,1
تجيبو مقاطع توانسة عنصرين,0
روح نيك امك نخطيوكم تموتو بالشر كلاب خوافين توصلو لرجلينا اعطاتكم فرنسا استقلالكم تتحل الحدود الجزائر المغرب المغرب تجيكم ازمة اقتصادية خطراكش معمدين السياحة السياح جزائريين تضيعو ضحكتو الارهاب جاتكم دالتكم قواودة حشا مايستاهلش,1
كامل الضجة اضن المستحيل يفطر مسلم رمضان وهؤلاء ملحدين ديانات تانية ومصيرهم جهنم خالدون دينكم ولي دين يسهل بدل الجدال هدا يجب الاهتمام بالأخلاق والتربية أحسن,1
اخوتي تونس دولة علمانية والشعب علماني غالب يمكننا نقذهم حرين بلادهم ربي سهل,0
سجن الحقلة إطلاق سراحه يمسكو ذالك هاجر سوريا,0
تحليل ممتاز,0
ريزو أشتعمل حرية التعبير,0
نرضو كمسلمين بالكلب رئيس جينا مسلمين الكلب يقعد ثانيا فالقصر,1
لعنة تصوم تفطر تعالى كتابه الكريم شاء فليؤمن شاء فليكفر,1
حره حياتها وتعمل اتحب وماضربت يده باه ايزوج,0
فكرة جدتي جزائرية مولودة القبايل جات استقرت باباها اخواتها تونس جزااري اخطاك,0
شاتي ربي يهدنيا,0
لازمها فتح ترمتك منير,1
لاحولة بلله ربي يلعنهم,1
ولله نيفو طالع شمس خسارا تقعد,0
المشكلة المسلمين فالنصوص الدينية مقدسة يجب نقدها وضعها ميزان العقل فانت ترى يوحى لمحمد لاي شخص يدعي كتابه تقدر تكتشف بنقد الكتاب دراسته عموما الدول بالعالم أحتلت حتلت فالدول الاسلامية تعرضت للاحتلال اوربا قامت بغزو افريقيا اسبانيا بلاد الشام العراق الهند دول اسيا الوسطى تسميتها فتوحات بكتب التاريخ غزوات لاحظت الدول العربية اغلبها حتل فلماذا تطور الخلل بالمحتلين دول العالم تعرضت للاحتلال تقدمت فالخلل بالشعب فكرهم,0
توة تشوف روحك منشط خير الاقل عرفت كفاش تستغل بهامتك بهلوان,0
بلاش مزاودة الإسلام صلاح الإسلام حث العتق قربى الذاكرة الاسلامية قاتل حمزة اسود حبشي الإسلام يقتله اسلم وحسن إسلامه الذاكرة الإسلامية بلال أوائل أسلموا الأركان ومؤذن رسول الذاكرة الإسلامية الأثر يشجع طاعة تولى الأمر عبدا حبشيا بالمفهوم السائد حينه,0
عنصري خبيث لسانك يقطر سما الفتان وياأيها المندس يبدوا أنك حرا وأصيلا وأتحداك النطاف دخلت فرج أمك رجل فوالله تجتمع شياطين الجن والإنس أمثالك الحثالة يفرقوا الجزائريون الأحرار وكفانا فخرا التاريخ وحده يتحدث نيابة الجزائريون عربا زيغ جسم وعائلة واحدة الجاهل المتخلف والقذر,1
ناكلو وعدو وجه القحبة حكة نيفيا جاب ههههه صحة لطفي وعصبة لحاستو وجه القحبة ينقي حواجبو ولاخر يقلي والله راجل راجل ترمتو لمنقية ووجهو بالكرايم,1
دايم ولد الجنواب محقوار بااينا هذاي ماء والله متوسلو حت الشعراء رجل الجنواب يهبلكم,0
العبو العبو لعنة كانهم ليسو مجاورين الجزائر والله تجرا وفعلها امامي هكدا لقتلته انتهاك شهر رمضان,1
لطفي مبون,1
الحرب الءسلام تونس,1
صدقني كلو سيناريو وافلام تمثل,0
مانجمتش نفوت دقيقتين تالمون يقززوا الزوز حاسب روحو منشط خييييت,0
الشاب يفهم الوضع جيد سلفي متأصل اخواني نسأل يرحم امتنا,0
بالله تتمنيك قالو محايد اخترتهم بطريقة عشوائية العباد الوحيدة جبتها القانون وليت تحاور يقولو وقتو الاخرين مخالهم يحكيو بدون سؤال يوري تناقضهم ملخر تونس دولة اسلامية,0
نرحبوا بالمغربي الماليين والنيجر يين مكان السود الأفارقة لانريدهم جراثيم فتاكة,1
حكمت بالكفر شاء اسلامك تتكلم أعراض الناس بدون جازاك عما,0
باذن ستبقى تونس عربية إسلامية قيام الساعة رغم أنف السبسي الكافر ولحكومة المستعمرة المرتدة خنزير علماني كافر ابن قحبة بقدرة يمر قانون العهر واللواطة ومساوة الدعارة ويلكم عاهرات الثورة قادمة قادمة الجنوب سنحرق الاخظر واليابس انتهى زمن الدعوة بالرحمة والسلام انقسمت تونس مسلمين موحدين وعلمانين ملحدين كفار وسيكون مصيرهم ذبحهم وابادتهم ليكونو عبرة مرتد ومرتدة لقطاء العاهرات والاياام,1
بري نيك امك قحبة ناتنة قحبة,1
أولا تفهموني خطأ منهج العجوز المميع الفتى الخارجي سلفي اتبع كتاب وسنة رسوله ﷺ وأفهم بفهم السلف الصالح ثانياهذا الفتى والله أراه كلبا كلاب الخوارج,0
شتان الثرى والثريا لانقارن ياسين العيارى بعزوزة القايله لامبدأ كرامة ربها فلوس يدفع نقطه السطر,0
هههههه قالو اووه زبي لبنادم هذاك مقود,1
والله حالتكم بئيسة كلاب الغرب سؤالي كافر,1
هادا دليل محاربة الاسلام والمسلمين واللجوء لمعتقدات الكفار ربي يستر هادا قروب الساعة,0
يولى مثلكم,0
عارفها تكذب وقحبة تعمل بوز يلطخ ابوني,1
بحقكم منا لعشر سنين تصير تونس وكر دعارة الجزائريين ويصير العلاقات الجنسية مباحة الغرب نصيرو نجو لتونس ننكحو لذ وطاب ونروحو,1
بلع كشختك يالطيف بقليل لصل,0
نتجاوز الصبيانيات ونجاوبك,0
تمشي طشطح بار عادي المتربيين المحترمين,0
تعال أوروبا ترى صديقي,0
وشنو تبني بلادك حاجز مالي تطبق الشريعة وشبيها بلادك سورية هاكم القدرات طبقو دينكم الحنيف,0
شمس تلدين باشا زدت حبيتك متربي برش راجل برش الشلاكة لطفي قليل تربية,0
اخوتي التونسيين كنتم تريدو يحل عنكم البلاء فعليكم بمن يحارب الشريعة الاسلامية بلادكم,1
اسمك ياعدو ولاتذكر الاسلام لسانك الاسلام حكم العالم تكونوا تجرؤؤن رفع اصواتكم ايها الجبناء,1
النظام خبيث يصنع يوسخ يلطخ اهل السنة الاسلام ينما غافل عما يفعل الظالمون,1
لاكان جات إسرائيل تحكم تونس ومصر عاشين العلم والإختراعات والاكتشافات والتكنولوجيا والديمقراطية والنظافة والعدل والكرامة زيزو طيزو,0
مساواه الميراث والقرآن اوضح ذالك تريدون انكار القران,0
إسلام والصلاة مبالاة بااماسي والمعاناة العدل العدالة الاجتماعية الرحمة والأعمال الخيرية أثر الشعوب مخدرة تعيش حقنة مدمرة أجيال الأخرى وأشباه رجال المصالح الأنانية والمشتركة الغرب الساحة السياسية خطة الغرب التربية الحضارية الناجعة وعملاء ينفذون بالداخل إخوان العدوان الإسلاميون الشعوب الإنعاش الأوضاع شاهدة مااقول,0
قالت أطول علاقة لمدة سنين بنتها عمرها سنين,0
لعنه الشعب التونسي الساكت والخانس لعنكم,1
الحق وهجمو الداعرات العاهرات التونسيات لوثو الخليج مقززات يشتغلون بالدعاره ارحلو لانريد تونسيات بالخليج الكرامه,1
الاخير شعب راضي,0
صحييت كلام صحيح شوي,0
السم والرهج كمشة خماج بالهم يفطرو هوما وفا الاسلام بالل ه رب ماهو حاسبهم جملة,1
شعب جاهل خرج نطاق الشريعة الاسلامية,1
نستعرف لطفي لشمس دين منافق,0
بري نعن بوك بو جاب زك أمك جات تبرر موقف الوزارة تفييييه,1
تفاهة وخمج,0
أكبر كاذب,0
المخنثين الجزائر ولاية تلمسان المخنثين يفتحوا ترمهم هههههههه,1
زنا افضل اغتصاب المراهقات الاسيرات الحروب النساء سيقفون ضظ قوانينكم الهمجية دواعش ابناء الدعارة المكدسة,0
هههه ديوث تشجع الامارات يضحكو نساكم,1
بلدكم عراب مواسخين سعوديه افريقيا بلد امازيغ تفوا منافقين,1
وتفوووووه عاهرة,1
بشير معلم,0
عاجبو يقعد عاجبو روح نيك ناقصين عدنا عنصرية تونس مكذب زبور أمك,1
بطبيعتك لكزة ومتتهضمش وزيد تشوه صورة تونس حلو,0
صح تبيع العباد,0
يازبي فيديو تافه الأول يوريك أنو شعب تافه,1
نيكلهم امهم يابشير اقحاب ومحرررقه,1
مستوى هابط وغير مثقفين,0
قضية المريرات فصل رب العزة سموات خلق البشر ادرى واعلم سيحدث ولهدا فصل يتركه للبشر الحال تونس دولة مسلمة تطالب بهدا الشيء بالله القانون الالهي يتغير صالح زمان ومكان يظن اتحبون اهل تونس تعلنون الحرب ورسوله بقوانينكم الهدامة تخدم المجتمعات الاسلامية هدا عدل يوجد احسن وافضل عدل الخالق الجبار اتقوا نساء ورجال تونس الدين الحديث القدسي ياعبادي حرمت الظلم نفسي وجعلته محرما تظالموا تباغظوا وكونوا عباد اخوانا يعلن الحرب اكيد ينالها,0
لطفي وقح وقليل ترباية,1
غريب أمر الدنيا,0
يهمنى كلامك الفارغ بلدنا وبلد اجدادنا الشرق الاوسط خطه الغرب مفهومه ونعمل احباطها,0
الباجی الن سوانس لازمو إنقلاب ینیک الحبس,1
مسلمة بالأساس,0
خسارة غناية اخخختفيييه,0
لطفي مافهمتكش,0
والله لطفي خسرت إنسان مليح وقلبه صافي خسارة,0
ولد عواطف يستفزوه والرد متاعو بتربية واخلاق رغم يقعد متربي,0
التوانسة المتخلفين جرأة يعملوا استطلاعات رأي موضوع مجرد النقاش والتشكيك كفر أكبر مخرج الملة,1
سؤال شكل إجابة يحشي روقارة القحبة قليلة الحياء المريضة ينعلبوكم بو زكأمكم بالله يعرفها تسكن يقلي خليني نيكهالها كلبتها ونبعثلها فيديو نايكها مشوى,1
سيدي القحبه امك مصري كس امك جزائرية غبي القحب كسمك لغتكم سب سب,1
عاهر مريضة نفسيا,1
شاء تونس مثلها المغرب اليهود,0
بلي نقلعو الصوم اعلمو جهلاء ملحدين المسيحيين اليهود يصومو الأوربيين يصومون الصوم مليح للصحة,1
ابن الگحبه الرئيس التونسي يحب يلحس الزب الفرنسي كلاب عبيد فرنسا گس اخت تونس گحاب شراميط الخونه اخوكم العراق الأسلامي قانون,1
ربي مافيش نقاش يهدي رايسكم مسير الغرب,0
لطفي مانتفرجك نزيد نكرهك بلاصتك تلفزة قدام ناااس قليل التربية بلاصتك غابات شمس دين مشاء روعة قمة الأخلاق التربية هاااارب عقليتك بزاااف,0
تونس لزملها فتح اسلامي جديد,1
جيت الحجج جاوبت ادب التربية ههههه جبري يحب يقفز تحسيت كلامي ضربلك الاوتار الحساسة تحبوا تعيشوا ضحايا تسخفوا البلاد ظلمتكم تموتوا عالهندي المقشر,1
